Loss
55353812.0
17007414.0
17465836.0
65567596.0
25416908.0
12455222.0
14438403.0
26287324.0
23161572.0
13760766.0
26016030.0
23011772.0
18999470.0
25742874.0
16485440.0
20598404.0
13811898.0
12919922.0
12347730.0
25932202.0
18142500.0
21802996.0
24870756.0
21007484.0
14297405.0
28682186.0
20520284.0
